train_epoch,500
batch_size,32
lr,0.001
lr_warmup,True
total_epoch,5
lr_decrease,cos
mixup,False
mixup_alpha,0.2
weight_decay,0.001
momentum,0.9
class_num,15
retrain,False
log_interval,10
save_interval,10
model_root,../output/models
log_root,../output/logs
model_name,single_fc_modal_hsi_version_0
log_name,single_fc_modal_hsi_version_0.csv
backbone,single_fc
patch_size,7
data_root,../data/Huston2013
modal,hsi
gpu,1
version,0
name,single_fc_modal_hsi_version_0
0.03022667793347762,0.826515,0.838239
0.02703916821419523,0.802738,0.838239
0.027325314940528922,0.800361,0.838239
0.026292090296347655,0.785357,0.838239
0.03571554315224122,0.718045,0.838239
0.02877624575676543,0.815774,0.838239
0.024211237175662197,0.81643,0.838239
0.025858826487942525,0.791506,0.838239
0.03015657136049331,0.800361,0.838239
0.02494537356843272,0.760761,0.838239
0.022801826995786992,0.792982,0.838239
0.029179711559306036,0.739116,0.838239
0.026681645804744088,0.833156,0.838239
0.018998602104341882,0.807002,0.838239
0.028940372503875347,0.76691,0.838239
0.02395221640177992,0.825777,0.838239
0.022039985200494862,0.812085,0.838239
0.022885382055106124,0.817414,0.838239
0.018455982061751773,0.823481,0.838239
0.021347743343938602,0.800853,0.838239
0.02103314632968454,0.828318,0.838239
0.027262157394310062,0.75453,0.838239
0.04358061686618609,0.710503,0.838239
0.029480305037283328,0.819792,0.838239
0.022058174218145314,0.749201,0.838239
0.0200981526698373,0.836517,0.838239
0.018865439643183452,0.816184,0.838239
0.024512518717896906,0.799049,0.838239
0.018783606002839764,0.829056,0.838239
0.022048488978736017,0.818316,0.838239
0.019742718246357326,0.829138,0.838239
0.018348651849193855,0.83373,0.838239
0.021243922637377895,0.811675,0.838239
0.019692221575343373,0.719275,0.838239
0.030719291251362038,0.801837,0.838239
0.020861291504475507,0.826843,0.838239
0.018364412780704626,0.826597,0.838239
0.02654395306618947,0.770435,0.838239
0.03471475176439945,0.785193,0.838239
0.020141415802887485,0.83168,0.838239
